,Price,Year,Mileage,City,State,Vin,Make,Model,City Rank,State Rank,Vin Rank,Make Rank,Model Rank,Predicted Price
880,7900,2005,132709,Oakland Park, FL,WBAEH73405B191529,BMW,6,584,19,880,13,415,14547.902401348478
881,23956,2016,24908,Jacksonville, FL,JF2GPANC4G8311432,Subaru,CrosstrekLimited,205,19,881,10,416,22171.692651914673
882,13700,2006,77004,Clearwater, FL,1D7HA18226S607435,Dodge,Ram,573,19,882,19,306,18590.54026154879
883,29800,2016,51287,Gilroy, CA,JTEBU5JR8G5288365,Toyota,4Runner4WD,585,9,883,3,288,20602.648899957676
884,4900,2006,89248,Brandon, MS,1G8AJ55F16Z183936,Saturn,IonION,586,40,884,35,417,17791.769401999223
885,27999,2012,69950,Fairbanks, AK,2GNFLGE57C6279285,Chevrolet,EquinoxAWD,587,50,885,0,10,18978.42587215351
886,32999,2016,24699,Fairbanks, AK,5N1AL0MM9GC513017,INFINITI,QX60AWD,587,50,886,22,418,22683.107471206822
887,21797,2017,25814,Warwick, NY,1FMCU9G96HUA51707,Ford,Escape4WD,588,31,887,4,148,22407.5847444794
888,16400,2014,9879,Tenafly, NJ,KNDJN2A20E7002332,Kia,SoulAutomatic,589,20,888,5,37,23473.731589425795
889,16991,2016,51997,San Antonio, TX,2C4RDGCG7GR395985,Dodge,Grand,40,6,889,19,42,19693.1808890133
890,11100,2013,103767,Warrensburg, MO,19XFB2F91DE024973,Honda,Civic,464,24,890,9,19,16347.442901541932
891,13488,2016,30550,Miami, FL,KMHTC6AD0GU270966,Hyundai,VelosterManual,95,19,891,21,419,21640.984604601617
892,25498,2017,3622,Cambridge, MN,2C4RC1CGXHR565242,Chrysler,PacificaLX,590,8,892,7,420,24268.027396897876
893,6878,2013,98142,Casselberry, FL,KMHCT5AE4DU103900,Hyundai,AccentGS,591,19,893,21,421,17234.637589873295
894,12900,2014,84449,Oklahoma City, OK,1ZVBP8EM4E5213541,Ford,MustangConvertible,0,0,894,4,422,17516.76407443066
895,24492,2014,37791,Fitchburg, MA,3C6TRVCG0EE101344,Ram,ProMaster,592,21,895,20,107,21480.84031932582
896,9491,2007,135499,Mesa, AZ,1FTPX12V87FB23111,Ford,F-1502WD,532,18,896,4,108,14099.88010436338
897,19595,2017,4006,Fort Smith, AR,5YFBURHE2HP609061,Toyota,CorollaSE,400,38,897,3,423,24016.686183209105
898,14924,2015,8651,West Caldwell, NJ,2T1BURHE6FC382552,Toyota,CorollaLE,593,20,898,3,125,23669.035026513782
899,44991,2017,22019,Sarasota, FL,1GNSCBKC6HR186144,Chevrolet,TahoeLT,594,19,899,0,0,22609.374841316167
900,11999,2015,56785,Castro Valley, CA,1N4AL3AP2FN326201,Nissan,Altima2.5,595,9,900,2,4,20020.276926580937
901,22491,2016,30032,Topeka, KS,3C4PDDEG4GT151257,Dodge,JourneyAWD,363,17,901,19,184,21860.031699184958
902,15941,2016,19430,Las Cruces, NM,1VWAS7A30GC033442,Volkswagen,Passat1.8T,596,42,902,16,112,22887.2854952013
903,39975,2014,47920,Killeen, TX,JTJJM7FX8E5090057,Lexus,GX,537,6,903,8,424,20917.69346135374
904,12800,2015,54510,Augusta, GA,3HGGK5G84FM716117,Honda,FitEX,418,1,904,9,425,20293.62969883518
905,10194,2014,30495,Libertyville, IL,KMHDH4AE0EU094517,Hyundai,Elantra4dr,403,2,905,21,236,21901.750249485605
906,24449,2015,23689,Des Moines, IA,2C4RC1CG9FR697230,Chrysler,Town,505,44,906,7,35,22397.281719947998
907,14302,2016,23927,Clearwater, FL,1N4AL3AP3GN320618,Nissan,Altima2.5,573,19,907,2,4,22452.015685878163
908,30994,2015,15884,Chicago, IL,2C3CDZBTXFH889170,Dodge,ChallengerR/T,66,2,908,19,426,22720.995256291622
909,20590,2016,19409,Englewood, CO,WVWBN7AN1GE500243,Volkswagen,CCDSG,389,14,909,16,427,22880.353315161723
910,35877,2017,29771,Philadelphia, PA,5FPYK3F60HB004807,Honda,RidgelineRTL-T,201,10,910,9,428,21890.00725014115
911,37480,2017,18709,Philadelphia, PA,WA1C2AFP3HA074952,Audi,Q52.0,201,10,911,12,429,22712.018070545088
912,9500,2014,75375,North Richland Hills, TX,1FADP3F29EL143502,Ford,FocusSedan,597,6,912,4,210,18818.48543808525
913,4995,2000,153893,Conway, SC,WBABR3346YEK96510,BMW,3,436,41,913,13,86,12566.733014758516
914,19687,2017,36436,West Chester, OH,1FMCU9G99HUA15946,Ford,Escape4WD,67,4,914,4,148,21024.38744341772
915,28995,2015,27987,St. James, NY,1C4RDJAG3FC843274,Dodge,DurangoAWD,598,31,915,19,430,22514.547549713272
916,11998,2015,53279,Hazle Township, PA,1FADP3F28FL272929,Ford,FocusSedan,599,10,916,4,210,20476.533775009797
917,34997,2014,38882,Wallace, NC,1GCVKSEC4EZ226057,Chevrolet,Silverado,600,7,917,0,5,21379.392091941067
918,23500,2015,23351,Round Rock, TX,JTHKD5BH1F2241879,Lexus,CT,601,6,918,8,130,22638.208298406455
919,10000,2006,135542,Puyallup, WA,1GYEC63N46R145242,Cadillac,Escalade4dr,8,3,919,25,353,13664.228861703881
920,20990,2015,24132,Defiance, OH,1GCHSAEA3F1130961,Chevrolet,ColoradoExtended,602,4,920,0,431,22813.3244908031
921,9495,2011,100461,Carson City, NV,1N4AL2AP4BN442956,Nissan,Altima4dr,603,32,921,2,76,16857.794145484073
922,20300,2015,31630,Owings Mills, MD,5XXGR4A63FG392431,Kia,OptimaSX,156,25,922,5,283,21592.52056972737
923,16295,2010,93476,Knoxville, TN,1GKLRMED8AJ162366,GMC,AcadiaFWD,224,13,923,11,181,16970.855867166385
924,32921,2015,26253,Culver City, CA,5TDKKRFH3FS043161,Toyota,HighlanderFWD,604,9,924,3,6,22346.5859462514
925,18492,2017,5086,Greer, SC,1N4AL3AP7HC122587,Nissan,Altima2.5,605,41,925,2,4,23939.48567225403
926,26995,2014,54686,Franklin, TN,5N1AR2MN3EC628938,Nissan,PathfinderPlatinum,276,13,926,2,432,20146.372129936673
927,16959,2015,14391,Marlow Heights, MD,KL4CJASB2FB194701,Buick,EncoreFWD,606,25,927,23,214,23393.876430793738
928,36560,2014,66768,Burleson, TX,1GYS4HEF8ER227460,Cadillac,Escalade,607,6,928,25,230,19520.087232776896
929,15998,2016,34569,Puyallup, WA,1C4NJRBB8GD691559,Jeep,PatriotSport,8,3,929,1,433,21326.634009638383
930,16943,2015,19779,North Riverside, IL,1FMCU0GX1FUC77855,Ford,EscapeFWD,608,2,930,4,89,22906.453478557352
931,14750,2016,44239,Suitland, MD,4T1BF1FKXGU159578,Toyota,CamryLE,609,25,931,3,126,21139.923393250698
932,6999,2011,158051,Raleigh, NC,KMHHT6KD9BU060749,Hyundai,Genesis,304,7,932,21,144,12293.934120713595
933,6940,2011,95942,Beaumont, TX,5NPEB4AC1BH250904,Hyundai,Sonata4dr,610,6,933,21,182,17306.83710646327
934,26988,2015,44483,Watchung, NJ,1FM5K8D89FGA91196,Ford,ExplorerXLT,611,20,934,4,163,21148.01274441519
935,17891,2014,42221,Henderson, NV,2C3CCAAG9EH164974,Chrysler,300300,80,32,935,7,269,20721.407837368846
936,7995,2007,116583,Lakewood, WA,1N4BA41E57C824291,Nissan,Maxima4dr,288,3,936,2,434,15527.82044608689
937,14777,2014,69296,San Diego, CA,2C3CDXBG4EH264155,Dodge,ChargerSE,131,9,937,19,435,18910.06426896347
938,29500,2015,10677,Cranston, RI,1FM5K8D8XFGA53394,Ford,ExplorerXLT,125,35,938,4,163,23050.126973119422
939,12950,2015,30627,Phoenix, AZ,1VWAT7A32FC031669,Volkswagen,Passat4dr,140,18,939,16,41,21501.25536274934
940,27033,2017,16914,Morehead, KY,2C3CDXCT8HH587799,Dodge,ChargerR/T,612,15,940,19,436,23431.79890866933
941,8690,2015,35900,Mt. Vernon, IN,3FADP4EJ3FM150718,Ford,FiestaHatchback,613,29,941,4,437,22009.648673142547
942,11695,2014,95154,Tulsa, OK,1C3CDZAB9EN182365,Dodge,AvengerSE,41,0,942,19,438,16895.466657070403
943,4998,2008,131534,Virden, IL,1G1AM18BX87238521,Chevrolet,Cobalt2dr,614,2,943,0,439,14860.420756769687
944,26289,2016,34437,Crosby, TX,JTMYFREV7GJ085921,Toyota,RAV4FWD,615,6,944,3,247,21991.86437334363
945,59971,2017,5178,OKARCHE, OK,1G1FJ1R61H0154144,Chevrolet,CamaroCoupe,616,0,945,0,135,24086.385979558036
946,13344,2015,17745,Bonham, TX,1C3CDFBB5FD391641,Dodge,DartSXT,617,6,946,19,67,23088.44212345808
947,20957,2012,57300,Hamburg, NY,3GYFNFE34CS500347,Cadillac,SRXAWD,182,31,947,25,440,19869.09971080947
948,21993,2014,31534,Florence, SC,4T1BK1EB8EU110597,Toyota,AvalonXLE,335,41,948,3,441,21992.509022844893
949,25888,2014,43051,Long Island City, NY,5FRYD4H4XEB014730,Acura,MDXAWD,196,31,949,31,365,20910.787970635964
950,5250,2008,63974,Raleigh, NC,WMEEJ31X28K123218,smart,fortwo2dr,304,7,950,36,442,19492.41655733973
951,18988,2016,45497,Yuba City, CA,1C4PJLDB2GW229666,Jeep,CherokeeFWD,153,9,951,1,93,20491.86329747868
952,14988,2011,87126,Ocala, FL,2C3CA5CG0BH551001,Chrysler,3004dr,76,19,952,7,27,17213.771360509316
953,15718,2015,23833,Cincinnati, OH,1G11C5SL1FF112241,Chevrolet,Malibu1LT,65,4,953,0,285,22123.61633417794
954,19792,2015,24693,Oklahoma City, OK,2G1FD1E31F9227194,Chevrolet,CamaroCoupe,0,0,954,0,135,21866.610089975784
955,7855,2002,174499,Missoula, MT,JTEHF21AX20058961,Toyota,Highlander4dr,618,43,955,3,7,11324.438449714973
956,8998,2003,162695,Concord, CA,2GCEC19V331378713,Chevrolet,Silverado,306,9,956,0,5,11814.46583527747
957,10222,2015,41510,Woodbridge, VA,5NPDH4AEXFH651644,Hyundai,ElantraSE,619,12,957,21,175,21438.608570321605
958,11995,2014,39718,Davie, FL,2T1BURHE3EC150098,Toyota,CorollaL,230,19,958,3,157,21060.06762255244
959,36995,2015,28947,Pelham, AL,JTHHE5BC5F5006590,Lexus,RC,13,11,959,8,443,21813.7531439944
960,36730,2017,28438,Philadelphia, PA,1FM5K8GT7HGB23288,Ford,Explorer4WD,201,10,960,4,32,21799.680054615455
961,11897,2012,64230,Chantilly, VA,1G1RD6E49CU106673,Chevrolet,Volt5dr,14,12,961,0,354,19107.926414765614
962,19995,2013,83980,Graham, NC,WBAVL1C59DVR84328,BMW,X1xDrive28i,620,7,962,13,444,18488.587214946885
963,16995,2015,64720,Snellville, GA,KNAGM4A79F5600143,Kia,OptimaLX,254,1,963,5,13,19150.74871862673
964,31388,2015,31344,N. Bellevue, NE,1FM5K8GT6FGB67831,Ford,ExplorerSport,621,36,964,4,445,22414.721844894582
965,21927,2016,22631,Austin, TX,1C4PJMCB6GW182780,Jeep,Cherokee4WD,9,6,965,1,404,22269.88013146739
966,19991,2013,55034,Lancaster, PA,JN1CV6AR6DM353763,INFINITI,G37,622,10,966,22,446,20644.996890693263
967,20298,2016,25859,West Park, FL,2C3CDZAG2GH200874,Dodge,ChallengerSXT,465,19,967,19,209,22462.805375867913
968,8995,2008,151588,Everett, WA,1D8GU28KX8W129605,Dodge,Nitro4WD,623,3,968,19,447,13450.035896455262
969,29998,2013,25137,Hingham, MA,2T2BK1BA0DC159915,Lexus,RX,405,21,969,8,164,22378.81439012422
970,15990,2012,57010,Aurora, MO,2G1FA1E32C9185901,Chevrolet,CamaroCoupe,82,24,970,0,135,19583.063599410903
971,6000,2000,121874,Arcadia, FL,1GTEC19T1YZ119666,GMC,New,361,19,971,11,448,15243.555397991586
972,15977,2014,36987,Union City, GA,WVGAV3AX4EW557951,Volkswagen,TiguanSEL,177,1,972,16,194,21253.93691921144
973,35998,2015,27272,Silver Spring, MD,5UXXW3C58F0M88109,BMW,X4xDrive28i,624,25,973,13,449,22742.500129002903
974,15688,2015,25709,Orlando, FL,1N4AL3AP0FC247511,Nissan,Altima2.5,51,19,974,2,4,21802.514987828923
975,14995,2012,21803,Courtland, MN,1G1RD6E45CU110963,Chevrolet,Volt5dr,561,8,975,0,354,22966.49746987602
976,20995,2014,53844,Collinsville, IL,2C3CDXDT5EH242627,Dodge,ChargerRT,625,2,976,19,176,20564.447367524914
977,24990,2014,30014,Virginia, MN,1C4PJMDS8EW276672,Jeep,CherokeeLimited,626,8,977,1,203,22351.84248454836
978,7999,2013,76597,Gower, MO,1FADP3K29DL353294,Ford,FocusHatchback,479,24,978,4,18,18571.982729221963
979,13997,2011,91439,San Antonio, TX,4T1BK3DBXBU388376,Toyota,Avalon4dr,40,6,979,3,389,17181.939515867998
980,37896,2015,35065,Rhinebeck, NY,1FTRF3BT8FEC29682,Ford,Super,627,31,980,4,68,21896.514876961675
981,10495,2012,112487,HUNTINGTON BEACH, CA,1C4PJLAK3CW217136,Jeep,LibertyRWD,628,9,981,1,450,16423.99814934381
982,8295,2013,76450,Salem, VA,1G1JA6SH0D4190235,Chevrolet,SonicHatchback,629,12,982,0,451,19106.709601032868
983,17756,2017,13208,Rogers, AR,4T1BF1FK0HU617291,Toyota,CamryLE,374,38,983,3,126,23269.06696199846
984,14475,2010,246025,Jackson, MS,3TMLU4EN4AM039265,Toyota,Tacoma4WD,630,40,984,3,452,6531.151667762424
985,10990,2012,52072,Tallahassee, FL,1C3CCBBB7CN283989,Chrysler,2004dr,517,19,985,7,54,20467.053273314486
986,29777,2017,21494,Port Richey, FL,5GAKRBKD9HJ168379,Buick,EnclaveLeather,631,19,986,23,70,22942.33601439595
987,24500,2015,35615,Omaha, NE,2FMTK4J97FBB90149,Ford,EdgeSEL,191,36,987,4,46,21307.395585107526
988,32000,2014,42037,Spokane, WA,1C4RJFCGXEC172851,Jeep,Grand,632,3,988,1,42,21371.499862219604
989,22950,2012,94083,High Point, NC,1N6AA0EC6CN329696,Nissan,Titan4WD,198,7,989,2,121,17014.725593874602
990,38750,2013,71630,Lilburn, GA,WBSFV9C59DC773568,BMW,M5Sedan,633,1,990,13,453,19487.61189421404
991,23988,2014,24958,Laguna Niguel, CA,1GKKRNED6EJ315690,GMC,AcadiaFWD,634,9,991,11,181,22751.27833741178
992,8995,2010,118355,Rockville, MD,JTDKN3DU5A0094256,Toyota,Prius5dr,49,25,992,3,325,15172.247811834537
993,9994,2006,115118,Tempe, AZ,19UUA66296A059868,Acura,TLAutomatic,35,18,993,31,454,15452.549871181856
994,37989,2016,4726,Victor, NY,5J8TB4H74GL008306,Acura,RDXAWD,318,31,994,31,455,24090.458116891183
995,8875,2011,83783,Cherry Hill, NJ,1G1PC5SH5B7233980,Chevrolet,Cruze4dr,635,20,995,0,456,18583.482213767362
996,7444,2005,92340,Elkton, MD,2C3AA53G85H188930,Chrysler,3004dr,179,25,996,7,27,16991.544912152818
997,11852,2006,108053,Burlington, WA,1D7HA18N56J223794,Dodge,Ram,263,3,997,19,306,16156.792454154811
998,28995,2015,19588,Westmont, IL,1C4AJWBGXFL514458,Jeep,WranglerSahara,636,2,998,1,457,23385.257541337334
999,27988,2014,44296,Carrollton, TX,JN8CS1MW2EM411478,INFINITI,QX70V6,232,6,999,22,458,21042.62210791664
